Nome: VILHENA
Codigo Estacao: A938
Latitude: -12.73499999
Longitude: -60.15777777
Altitude: 583.3
Situacao: Operante
Data Inicial: 2008-08-25
Data Final: 2023-07-05
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2021-12-31;26.7;22.1;
2022-01-01;30.7;18.3;
2022-01-02;30;20.9;
2022-01-03;29.2;22;
2022-01-04;30.3;21.3;
2022-01-05;30.2;21.5;
2022-01-06;30.7;20.1;
2022-01-07;31.6;21.1;
2022-01-08;29.7;21.2;
2022-01-09;29.2;21.7;
2022-01-10;28.8;21.9;
2022-01-11;26.7;21.8;
2022-01-12;30.8;20.7;
2022-01-13;31.2;20.3;
2022-01-14;28.7;21.3;
2022-01-15;30.1;20.1;
2022-01-16;32.8;20.3;
2022-01-17;33.2;21;
2022-01-18;32.1;20.4;
2022-01-19;31.3;21.4;
2022-01-20;31.5;22.4;
2022-01-21;29.8;20.6;
2022-01-22;31.8;20.9;
2022-01-23;30.7;21.3;
2022-01-24;32.5;20.2;
2022-01-25;31.1;21.3;
2022-01-26;30.7;21.4;
2022-01-27;29.5;21;
2022-01-28;28.1;20.7;
2022-01-29;28.7;21.1;
2022-01-30;25.9;21.4;
2022-01-31;22.3;20.5;
2022-02-01;27.9;20.3;
2022-02-02;30.4;20.6;
2022-02-03;29.9;21.4;
2022-02-04;31;21.1;
2022-02-05;30.5;20.6;
2022-02-06;31.1;21;
2022-02-07;30.2;20.8;
2022-02-08;29.7;20.7;
2022-02-09;28.1;21.4;
2022-02-10;28.8;21.4;
2022-02-11;31.6;21.3;
2022-02-12;30.1;21.6;
2022-02-13;26.8;21.5;
2022-02-14;28.2;21.3;
2022-02-15;28.9;21.2;
2022-02-16;30;21.1;
2022-02-17;30.5;21.8;
2022-02-18;26.6;20.6;
2022-02-19;29.8;20.4;
2022-02-20;27.3;21.1;
2022-02-21;28;20.8;
2022-02-22;28.7;21;
2022-02-23;29.6;20.7;
2022-02-24;31.7;20.8;
2022-02-25;32.8;22.4;
2022-02-26;32.6;21.1;
2022-02-27;33;20.5;
2022-02-28;30.8;21.1;
2022-03-01;31.6;21.2;
2022-03-02;32.3;20.8;
2022-03-03;30.9;21.2;
2022-03-04;28.8;20.4;
2022-03-05;26.7;20.8;
2022-03-06;26.9;21;
2022-03-07;29.1;20.3;
2022-03-08;25.3;21.1;
2022-03-09;28.2;20.4;
2022-03-10;24.7;21;
2022-03-11;28.5;21.1;
2022-03-12;28.7;21;
2022-03-13;29.2;20.3;
2022-03-14;29.3;21.3;
2022-03-15;27.8;19.5;
2022-03-16;31.4;21.3;
2022-03-17;28.4;20.9;
2022-03-18;29.8;21.8;
2022-03-19;31.6;22.5;
2022-03-20;29.4;20.9;
2022-03-21;31.9;21.3;
2022-03-22;31.4;21.2;
2022-03-23;32.3;21.1;
2022-03-24;31.1;21.9;
2022-03-25;31.2;21.7;
2022-03-26;31.9;21;
2022-03-27;30.2;21.4;
2022-03-28;32;21.7;
2022-03-29;30.1;22.1;
2022-03-30;28.7;20.8;
2022-03-31;24.1;21.3;
2022-04-01;21.8;15.2;
2022-04-02;28.5;15.3;
2022-04-03;31.7;18.3;
2022-04-04;30.6;21.1;
2022-04-05;31.2;20.7;
2022-04-06;32.6;20.6;
2022-04-07;32.9;21.7;
2022-04-08;33;22.1;
2022-04-09;32.4;22.2;
2022-04-10;32.4;21.9;
2022-04-11;31.2;21.5;
2022-04-12;31.7;21.5;
2022-04-13;32.1;21.4;
2022-04-14;30.1;21.4;
2022-04-15;27.1;21.2;
2022-04-16;30;21.3;
2022-04-17;27.9;21.4;
2022-04-18;28.8;20.1;
2022-04-19;31.1;20.9;
2022-04-20;31.8;20.4;
2022-04-21;29.7;21.1;
2022-04-22;31;21.1;
2022-04-23;29.2;20.5;
2022-04-24;32.2;21;
2022-04-25;32.9;22.6;
2022-04-26;32.9;21;
2022-04-27;32.5;21.8;
2022-04-28;31.9;22.6;
2022-04-29;32.1;19.9;
2022-04-30;32.2;19.9;
2022-05-01;31.7;20.6;
2022-05-02;31.5;21.6;
2022-05-03;29.9;21.8;
2022-05-04;26.3;17;
2022-05-05;28.8;16.2;
2022-05-06;30.9;18.4;
2022-05-07;31.2;18.5;
2022-05-08;32.4;20.9;
2022-05-09;31.1;21;
2022-05-10;32.2;20.6;
2022-05-11;31.7;20.8;
2022-05-12;30.8;20.3;
2022-05-13;31.2;20;
2022-05-14;30.7;21;
2022-05-15;32.2;21.7;
2022-05-16;25.6;21.8;
2022-05-17;24.5;15.2;
2022-05-18;23.7;12.8;
2022-05-19;24.4;11.2;
2022-05-20;26.8;12.6;
2022-05-21;30.3;15.5;
2022-05-22;30.9;17.7;
2022-05-23;31.9;18.3;
2022-05-24;31.1;20.7;
2022-05-25;32.4;20.7;
2022-05-26;31;20.8;
2022-05-27;31.5;19.9;
2022-05-28;31.2;20.3;
2022-05-29;31.8;21.6;
2022-05-30;32.6;20.5;
2022-05-31;31.2;21.4;
2022-06-01;32.6;18.3;
2022-06-02;31.2;20.3;
2022-06-03;26.2;19.9;
2022-06-04;31;17.6;
2022-06-05;31.2;19.7;
2022-06-06;31.5;19.3;
2022-06-07;30.2;19.9;
2022-06-08;27.5;19.8;
2022-06-09;27.1;20.5;
2022-06-10;23.1;17.5;
2022-06-11;20;16;
2022-06-12;23.8;14.6;
2022-06-13;27.1;13.4;
2022-06-14;30;15.9;
2022-06-15;30.9;18.1;
2022-06-16;30.7;19.6;
2022-06-17;30.8;19.8;
2022-06-18;25.5;20.6;
2022-06-19;31;16.2;
2022-06-20;30.7;18.9;
2022-06-21;31.9;18.6;
2022-06-22;32.1;19;
2022-06-23;30.8;20.9;
2022-06-24;30.7;19.3;
2022-06-25;31;20.1;
2022-06-26;30;17.5;
2022-06-27;30.1;19.7;
2022-06-28;30.7;17.7;
2022-06-29;29.4;19.8;
2022-06-30;30.2;17.2;
2022-07-01;31.3;18.5;
2022-07-02;31.5;20.5;
2022-07-03;31.6;20.1;
2022-07-04;32.1;20.9;
2022-07-05;30.5;21.8;
2022-07-06;31.3;17.4;
2022-07-07;32.2;19.8;
2022-07-08;31.5;20.4;
2022-07-09;32.4;20.2;
2022-07-10;32.4;20.3;
2022-07-11;31.8;20.4;
2022-07-12;31.8;21;
2022-07-13;32.5;19.8;
2022-07-14;32;20.7;
2022-07-15;31.5;20.1;
2022-07-16;33.4;20.6;
2022-07-17;31.2;19.7;
2022-07-18;31.4;17.3;
2022-07-19;31.6;19.7;
2022-07-20;31.2;18.7;
2022-07-21;32.1;18.6;
2022-07-22;32.3;19.2;
2022-07-23;32.9;19.6;
2022-07-24;33.3;18.9;
2022-07-25;32.7;19.7;
2022-07-26;32.1;18.8;
2022-07-27;32.4;19.6;
2022-07-28;32.3;22.3;
2022-07-29;31.6;18.3;
2022-07-30;32.2;17.6;
2022-07-31;32.9;20.1;
2022-08-01;33.5;19.8;
2022-08-02;33.7;20.7;
2022-08-03;34.2;20.2;
2022-08-04;32.8;21.2;
2022-08-05;33.3;20.7;
2022-08-06;31.8;19.2;
2022-08-07;33.2;20.9;
2022-08-08;32.4;21.2;
2022-08-09;28.6;20.9;
2022-08-10;26.9;12.7;
2022-08-11;30.9;13.4;
2022-08-12;32.3;17.9;
2022-08-13;33.8;20.3;
2022-08-14;35.1;19.9;
2022-08-15;32.9;20.2;
2022-08-16;31.9;22;
2022-08-17;32.5;20.9;
2022-08-18;33.7;21.4;
2022-08-19;22.5;15.5;
2022-08-20;26.2;10;
2022-08-21;32;14.3;
2022-08-22;32.2;19;
2022-08-23;32.7;21.2;
2022-08-24;33.4;20.1;
2022-08-25;33.4;20.1;
2022-08-26;34;21.9;
2022-08-27;34.9;20.5;
2022-08-28;34.6;21.6;
2022-08-29;32.2;19.8;
2022-08-30;34.2;17.3;
2022-08-31;35.5;20.9;
2022-09-01;34.6;19.6;
2022-09-02;33.8;21.7;
2022-09-03;32.8;21.1;
2022-09-04;33.2;18.2;
2022-09-05;null;22.2;
2022-09-06;34.3;21.6;
2022-09-07;35.4;21.3;
2022-09-08;34.3;23.1;
2022-09-09;null;null;
2022-09-10;null;null;
2022-09-11;null;null;
2022-09-12;null;null;
2022-09-13;null;null;
2022-09-14;null;null;
2022-09-15;null;null;
2022-09-16;null;null;
2022-09-17;null;null;
2022-09-18;null;null;
2022-09-19;null;null;
2022-09-20;null;null;
2022-09-21;null;null;
2022-09-22;null;null;
2022-09-23;null;null;
2022-09-24;null;null;
2022-09-25;null;null;
2022-09-26;null;null;
2022-09-27;null;null;
2022-09-28;null;null;
2022-09-29;null;null;
2022-09-30;null;null;
2022-10-01;null;null;
2022-10-02;null;null;
2022-10-03;null;null;
2022-10-04;null;null;
2022-10-05;null;null;
2022-10-06;null;null;
2022-10-07;null;null;
2022-10-08;null;null;
2022-10-09;null;null;
2022-10-10;null;null;
2022-10-11;null;null;
2022-10-12;null;null;
2022-10-13;null;null;
2022-10-14;null;null;
2022-10-15;null;null;
2022-10-16;null;null;
2022-10-17;null;null;
2022-10-18;null;null;
2022-10-19;null;null;
2022-10-20;null;null;
2022-10-21;null;null;
2022-10-22;null;null;
2022-10-23;null;null;
2022-10-24;null;null;
2022-10-25;null;null;
2022-10-26;null;null;
2022-10-27;null;null;
2022-10-28;null;null;
2022-10-29;null;null;
2022-10-30;null;null;
2022-10-31;null;null;
2022-11-01;null;null;
2022-11-02;null;null;
2022-11-03;null;null;
2022-11-04;null;null;
2022-11-05;null;null;
2022-11-06;null;null;
2022-11-07;null;null;
2022-11-08;null;null;
2022-11-09;null;null;
2022-11-10;null;null;
2022-11-11;null;null;
2022-11-12;null;null;
2022-11-13;null;null;
2022-11-14;null;null;
2022-11-15;null;null;
2022-11-16;null;null;
2022-11-17;null;null;
2022-11-18;null;null;
2022-11-19;null;null;
2022-11-20;null;null;
2022-11-21;null;null;
2022-11-22;null;null;
2022-11-23;null;null;
2022-11-24;null;null;
2022-11-25;null;null;
2022-11-26;null;null;
2022-11-27;null;null;
2022-11-28;null;null;
2022-11-29;null;null;
2022-11-30;null;null;
2022-12-01;null;null;
2022-12-02;null;null;
2022-12-03;null;null;
2022-12-04;null;null;
2022-12-05;null;null;
2022-12-06;null;null;
2022-12-07;null;null;
2022-12-08;null;null;
2022-12-09;null;null;
2022-12-10;null;null;
2022-12-11;null;null;
2022-12-12;null;null;
2022-12-13;null;null;
2022-12-14;null;null;
2022-12-15;null;null;
2022-12-16;null;null;
2022-12-17;null;null;
2022-12-18;null;null;
2022-12-19;null;null;
2022-12-20;null;null;
2022-12-21;null;null;
2022-12-22;null;null;
2022-12-23;null;null;
2022-12-24;null;null;
2022-12-25;null;null;
2022-12-26;null;null;
2022-12-27;null;null;
2022-12-28;null;null;
2022-12-29;null;null;
2022-12-30;null;null;
2022-12-31;null;null;
2023-01-01;null;null;
2023-01-02;null;null;
2023-01-03;null;null;
2023-01-04;null;null;
2023-01-05;null;null;
2023-01-06;null;null;
2023-01-07;null;null;
2023-01-08;null;null;
2023-01-09;null;null;
2023-01-10;null;null;
2023-01-11;null;null;
2023-01-12;null;null;
2023-01-13;null;null;
2023-01-14;null;null;
2023-01-15;null;null;
2023-01-16;null;null;
2023-01-17;null;null;
2023-01-18;null;null;
2023-01-19;null;null;
2023-01-20;null;null;
2023-01-21;null;null;
2023-01-22;null;null;
2023-01-23;null;null;
2023-01-24;null;null;
2023-01-25;null;null;
2023-01-26;null;null;
2023-01-27;null;null;
2023-01-28;null;null;
2023-01-29;null;null;
2023-01-30;null;null;
2023-01-31;null;null;
2023-02-01;null;null;
2023-02-02;null;null;
2023-02-03;null;null;
2023-02-04;null;null;
2023-02-05;null;null;
2023-02-06;null;null;
2023-02-07;null;null;
2023-02-08;null;null;
2023-02-09;null;null;
2023-02-10;null;null;
2023-02-11;null;null;
2023-02-12;null;null;
2023-02-13;null;null;
2023-02-14;null;null;
2023-02-15;null;null;
2023-02-16;null;null;
2023-02-17;null;null;
2023-02-18;null;null;
2023-02-19;null;null;
2023-02-20;null;null;
2023-02-21;null;null;
2023-02-22;null;null;
2023-02-23;null;null;
2023-02-24;null;null;
2023-02-25;null;null;
2023-02-26;null;null;
2023-02-27;null;null;
2023-02-28;null;null;
2023-03-01;null;null;
2023-03-02;null;null;
2023-03-03;null;null;
2023-03-04;null;null;
2023-03-05;null;null;
2023-03-06;null;null;
2023-03-07;null;null;
2023-03-08;null;null;
2023-03-09;null;null;
2023-03-10;null;null;
2023-03-11;null;null;
2023-03-12;null;null;
2023-03-13;null;null;
2023-03-14;null;null;
2023-03-15;null;null;
2023-03-16;null;null;
2023-03-17;null;null;
2023-03-18;null;null;
2023-03-19;null;null;
2023-03-20;null;null;
2023-03-21;null;null;
2023-03-22;null;null;
2023-03-23;null;null;
2023-03-24;null;null;
2023-03-25;null;null;
2023-03-26;null;null;
2023-03-27;null;null;
2023-03-28;null;null;
2023-03-29;null;null;
2023-03-30;null;null;
2023-03-31;null;null;
2023-04-01;null;null;
2023-04-02;null;null;
2023-04-03;null;null;
2023-04-04;null;null;
2023-04-05;null;null;
2023-04-06;null;null;
2023-04-07;null;null;
2023-04-08;null;null;
2023-04-09;null;null;
2023-04-10;null;null;
2023-04-11;null;null;
2023-04-12;null;null;
2023-04-13;null;null;
2023-04-14;null;null;
2023-04-15;null;null;
2023-04-16;null;null;
2023-04-17;null;null;
2023-04-18;null;null;
2023-04-19;null;null;
2023-04-20;null;null;
2023-04-21;null;null;
2023-04-22;null;null;
2023-04-23;null;null;
2023-04-24;null;null;
2023-04-25;null;null;
2023-04-26;null;null;
2023-04-27;null;null;
2023-04-28;null;null;
2023-04-29;null;null;
2023-04-30;null;null;
2023-05-01;null;null;
2023-05-02;null;null;
2023-05-03;null;null;
2023-05-04;null;null;
2023-05-05;null;null;
2023-05-06;null;null;
2023-05-07;null;null;
2023-05-08;null;null;
2023-05-09;null;null;
2023-05-10;null;null;
2023-05-11;null;null;
2023-05-12;null;null;
2023-05-13;null;null;
2023-05-14;null;null;
2023-05-15;null;null;
2023-05-16;null;null;
2023-05-17;null;null;
2023-05-18;null;null;
2023-05-19;null;null;
2023-05-20;null;null;
2023-05-21;null;null;
2023-05-22;31.5;null;
2023-05-23;31;23;
2023-05-24;30.8;22.8;
2023-05-25;30.6;22.8;
2023-05-26;32.2;23.4;
2023-05-27;31.5;21;
2023-05-28;32.3;20.9;
2023-05-29;29.7;19.9;
2023-05-30;27.5;19.6;
2023-05-31;29.7;19.7;
2023-06-01;28.3;20.2;
2023-06-02;30.5;20.6;
2023-06-03;31.4;21.2;
2023-06-04;30.5;20.6;
2023-06-05;30.7;21.1;
2023-06-06;31.1;20.6;
2023-06-07;31.7;20.2;
2023-06-08;31.6;21.5;
2023-06-09;31.4;22.4;
2023-06-10;31.2;21;
2023-06-11;31.6;22.2;
2023-06-12;29.2;21.5;
2023-06-13;20.9;11.6;
2023-06-14;15.9;8;
2023-06-15;26.3;8.5;
2023-06-16;26.9;11.7;
2023-06-17;28.5;12.3;
2023-06-18;29.9;14.7;
2023-06-19;30.4;16.3;
2023-06-20;31.3;18.6;
2023-06-21;31.6;19.7;
2023-06-22;31.7;19.9;
2023-06-23;32.2;20.9;
2023-06-24;31.8;20.3;
2023-06-25;32.1;19.5;
2023-06-26;31.4;19.9;
2023-06-27;31.1;19.8;
2023-06-28;31.3;20;
2023-06-29;31.5;20.6;
2023-06-30;31.2;18.1;
2023-07-01;30.7;18.1;
2023-07-02;31.4;17.3;
2023-07-03;31.9;17;
2023-07-04;31.8;17.2;
2023-07-05;null;19;

